FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Will,Hughes,MID,CRY,4800000,0,25,0.757575757575758,1.57828282828283E-07,5.20833333333333E-06,0,3931,4,8,0,0,0,0,0,5.2,0,-2,0,25,2,0.3,0,1.5,0,0,0,0,1,0,1814,0,-1,0,0,551,2,0,0,94,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,0.4,0.4,0.4,0.4,0.4
Bashir,Humphreys,DEF,CHE,4500000,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,-1,0,0,0,0,0,0,0,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0,0,0,0,0
Omari,Hutchinson,MID,CHE,4200000,0,1,0.03125,7.44047619047619E-09,2.38095238095238E-07,0,1376,0,0,0,0,0,0,0,0.2,4,-3,0,1,3,0,0,0,0,0,0,0,0,0,1631,0,-1,0,0,22,21,0,0,2,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0,0,0,0,0
,Hwang,MID,WOL,5700000,1,45,1.36363636363636,2.39234449760766E-07,7.89473684210526E-06,0,67323,1,13,0,0,0,2,0,7.9,64,-3,0,45,3,0.4,0,2,0,0,2,0,2,0.2,33139,0,-1,0,0,911,30,0,0,125,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0.7,0.8,0.7,1,0.7
Kelechi,Iheanacho,FWD,LEI,5900000,0,76,2.3030303030303,3.90344119157679E-07,1.28813559322034E-05,0,372878,0,23,0,0,0,5,0,12.9,2523,-6,0,76,6,0.4,0,2.6,9,0,0,0,4,1,360106,0,-1,0,2,991,11,0,0,214,Everton,Fulham,Liverpool,Newcastle,West Ham,0,0,0,0,2
Danny,Ings,FWD,WHU,6400000,1,86,2.8,4.375E-07,1.34375E-05,0,645265,3,21,0,0,0,8,0,13.4,1636,-6,0,86,6,0.2,0,1,13,0,5,0,0,1.6,565268,0,-1,0,3,1356,202,0,0,281,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,4.4,2.8,1.9,3.5,2.7
Zidane,Iqbal,MID,MUN,4200000,0,0,0,0,0,0,58727,0,0,0,0,0,0,0,0,22,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,52433,0,-1,0,1,0,10,0,0,0,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,0,0,0,0,0
Tim,Iroegbunam,MID,AVL,4500000,0,0,0,0,0,0,4022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1334,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0,0,0,0
Alexander,Isak,FWD,NEW,6900000,7,88,5.2,7.53623188405797E-07,1.27536231884058E-05,0,1461651,2,14,0,0,0,10,0,12.8,6542,-1,0,88,1,0.7,0,5.1,18,0,3,0,1,10.4,2539790,0,-1,0,2,1073,16171,0,0,325,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,7.2,6,12.8,7.1,5.5
Daniel,Iversen,GLK,LEI,3800000,0,14,0.424242424242424,1.11642743221691E-07,3.68421052631579E-06,0,674390,0,11,0,23,0,0,0,3.7,695,-2,0,14,2,0.4,0,1.7,0,0,0,0,0,4.9,897800,1,-1,0,0,630,2061,0,0,99,Everton,Fulham,Liverpool,Newcastle,West Ham,0.2,0.2,0.2,0.2,0.2
Alex,Iwobi,MID,EVE,4900000,0,104,3.2,6.53061224489796E-07,2.12244897959184E-05,0,557183,2,49,0,0,0,1,0,21.2,407,-6,0,104,6,0.4,0,1.8,6,0,8,0,7,0.8,604019,0,-1,0,1,2929,94,0,0,470,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,2.5,1.9,2.5,2,3.1
,J.Ayew,MID,CRY,5200000,6,93,2.7,5.19230769230769E-07,1.78846153846154E-05,0,82527,4,37,0,0,0,4,0,17.9,225,-3,0,93,3,1,0,5.3,4,0,7,0,2,0.4,85440,0,-1,0,2,2355,702,0,0,300,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,2.3,2,2.3,1.8,3.2
,Jakupovic,GLK,EVE,4000000,0,0,0,0,0,0,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2455,0,-1,0,0,0,0,0,0,0,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0,0,0,0,0
Daniel,James,MID,FUL,5900000,1,43,1.34375,2.27754237288136E-07,7.28813559322034E-06,0,39198,0,18,0,0,0,2,0,7.3,76,-1,0,43,1,0.4,0,2.4,2,0,1,0,1,0.2,39499,0,-1,0,0,782,48,0,0,142,Man City,Liverpool,Leicester,Southampton,Crystal Palace,1.4,0.7,0.7,0.7,0.7
Reece,James,DEF,CHE,5800000,0,44,2.8,4.82758620689655E-07,7.58620689655172E-06,0,7202361,4,17,0,0,0,1,0,7.6,6390,-2,0,44,2,0.3,0,1.7,5,0,2,0,2,11.3,4233699,0,-1,0,0,1242,35,0,0,286,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0,0,0,0,2.9
Vitaly,Janelt,MID,BRE,5500000,2,76,2.5,4.54545454545455E-07,1.38181818181818E-05,0,46232,2,26,0,0,0,3,0,13.8,36,0,0,76,0,0.2,0,1.3,5,0,6,0,1,0.1,44852,0,-1,0,0,1850,15,0,0,317,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,2.9,1.2,2.1,1.6,1.7
Pontus,Jansson,DEF,BRE,4200000,0,29,2.4,5.71428571428571E-07,6.9047619047619E-06,0,208867,0,14,0,0,0,1,0,6.9,53,-3,0,29,3,0.3,0,1.4,0,0,2,0,0,0.3,43101,0,-1,0,0,722,2,0,0,147,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,0,0,0,0,0
Mathias,Jensen,MID,BRE,4800000,2,122,3.6,7.5E-07,2.54166666666667E-05,0,740332,5,38,0,0,0,5,0,25.4,1907,-2,0,122,2,0.5,0,2.3,11,0,9,0,6,2.1,901526,0,-1,0,2,2584,368,0,0,454,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,4.8,2.2,3.7,2.9,3
,Jesus,FWD,ARS,8100000,0,101,4.8,5.92592592592593E-07,1.24691358024691E-05,0,8195373,5,20,0,0,0,9,0,12.5,7057,1,0,101,-1,0.6,0,5,13,0,7,0,6,27.9,3562228,0,-1,0,1,1632,2954,0,0,320,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,5.4,4.7,5.5,5.4,6.1
Raul,Jimenez,FWD,WOL,6600000,0,26,0.787878787878788,1.19375573921028E-07,3.93939393939394E-06,0,137897,0,12,0,0,0,0,0,3.9,172,-4,0,26,4,0,0,0,0,0,2,0,2,0.3,119552,0,-1,0,0,737,57,0,0,63,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0.4,0.4,0.4,0.4,0.4
,Joao Felix,FWD,CHE,7200000,0,30,2.5,3.47222222222222E-07,4.16666666666667E-06,0,700490,0,12,0,0,0,2,0,4.2,2080,-3,0,30,3,0.2,0,1.3,5,0,2,0,0,1.5,844294,0,-1,0,0,801,774,0,1,84,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,1.9,2.2,2.9,3.4,2.1
,Joao Gomes,MID,WOL,4500000,1,17,0.515151515151515,1.14478114478114E-07,3.77777777777778E-06,0,8885,5,12,0,0,0,1,0,3.8,19,0,0,17,0,0.3,0,1.2,2,0,2,0,0,0,10584,0,-1,0,0,475,12,0,0,66,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0.3,0.3,0.3,0.3,0.3
,Joelinton,MID,NEW,6000000,1,109,3.8,6.33333333333333E-07,1.81666666666667E-05,0,264857,12,21,0,0,0,6,0,18.2,2051,0,0,109,0,1.1,0,6.4,10,0,11,0,5,2.2,425059,0,-1,0,3,2400,7952,0,0,433,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,4,2.6,6.4,3.8,3.5
Kyle,John,DEF,EVE,3900000,0,0,0,0,0,0,4086,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0,4784,0,-1,0,0,0,24,0,0,0,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0,0,0,0,0
Ben,Johnson,DEF,WHU,4400000,0,26,0.8125,1.84659090909091E-07,5.90909090909091E-06,0,14409,0,9,0,0,0,0,0,5.9,20,-1,0,26,1,0,0,0,1,0,2,0,0,0.1,7340,0,-1,0,0,740,7,0,0,144,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,0.9,0.8,0.4,0.5,0.4
Brennan,Johnson,FWD,NFO,5600000,2,110,3.2,5.71428571428571E-07,1.96428571428571E-05,0,638078,6,51,0,0,0,8,0,19.6,3217,-4,0,110,4,0.4,2,2.1,15,0,7,0,3,1.8,624515,0,-1,0,3,2740,570,0,0,352,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,4.2,2.2,3.2,2.5
Sam,Johnstone,GLK,CRY,4400000,1,24,0.727272727272727,1.65289256198347E-07,5.45454545454545E-06,0,51569,1,6,0,19,0,0,0,5.5,1084,-1,0,24,1,0.9,0,4,5,0,2,0,0,1,148321,0,-1,0,2,450,779,0,0,103,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,0.4,0.4,0.4,0.4,0.4
Curtis,Jones,MID,LIV,4900000,8,27,0.84375,1.7219387755102E-07,5.51020408163265E-06,0,2903,2,11,0,0,0,1,0,5.5,21,-1,0,27,1,0.5,0,2.5,1,0,1,0,1,0,4185,0,-1,0,0,664,133,0,0,115,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,0.8,0.4,0.4,0.4,0.4
Phil,Jones,DEF,MUN,3800000,0,0,0,0,0,0,86154,0,0,0,0,0,0,0,0,92,-2,0,0,2,0,0,0,0,0,0,0,0,0.6,83202,0,-1,0,1,0,200,0,0,0,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,0,0,0,0,0
,Jonny,DEF,WOL,4300000,0,45,1.36363636363636,3.17124735729387E-07,1.04651162790698E-05,0,169884,3,21,0,0,0,1,0,10.5,31,-2,0,45,2,0,0,0,0,0,5,0,0,0.3,129591,0,-1,0,0,1257,11,0,1,219,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0.7,1.2,1,1.7,0.8
,Jorginho,MID,ARS,5700000,0,65,1.96969696969697,3.45560871876661E-07,1.14035087719298E-05,0,600492,4,20,0,0,0,2,0,11.4,200,-3,0,65,3,0.1,0,0.5,5,0,7,0,1,1.9,445585,0,-1,0,1,1713,35,0,0,303,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,1.4,1,1,1.3,1.4
,Jurado,DEF,MUN,4000000,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,-1,0,0,0,9,0,0,0,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,0,0,0,0,0
James,Justin,DEF,LEI,4100000,0,45,3.2,7.80487804878049E-07,1.09756097560976E-05,0,394848,0,25,0,0,0,0,0,11,51,-4,0,45,4,0,0,0,2,0,5,0,2,0.4,293097,0,-1,0,0,1252,3,0,0,263,Everton,Fulham,Liverpool,Newcastle,West Ham,0,0,0,0,0
,Kadan Young,MID,AVL,4500000,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,0,-1,0,0,0,13,0,0,0,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0,0,0,0
,Kalajdzic,FWD,WOL,5300000,0,1,1,1.88679245283019E-07,1.88679245283019E-07,0,9172,0,0,0,0,0,0,0,0.2,6,-2,0,1,2,0,0,0,0,0,0,0,0,0,9526,0,-1,0,0,45,6,0,0,-1,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0,0,0,0,0
,Kamaldeen,MID,SOU,4900000,6,28,0.848484848484849,1.73160173160173E-07,5.71428571428571E-06,0,2532,1,14,0,0,0,0,0,5.7,7,-1,0,28,1,0.4,0,2.2,1,0,3,0,1,0,3385,0,-1,0,0,798,16,0,0,80,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0.4,0.4,0.4,0.4,0.4
Boubacar,Kamara,MID,AVL,4800000,0,38,1.15151515151515,2.3989898989899E-07,7.91666666666667E-06,0,25437,4,27,0,0,0,0,0,7.9,11,-2,0,38,2,0,0,0,0,0,3,0,1,0.1,13312,0,-1,0,0,1566,1,0,0,215,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0.6,0.6,0.6,0.6
Harry,Kane,FWD,TOT,11400000,8,225,6.6,5.78947368421053E-07,1.97368421052632E-05,0,6307160,5,56,0,0,0,25,0,19.7,11324,-1,0,225,1,0.6,1,7.2,40,0,10,0,8,29.2,6719557,0,-1,0,5,3046,6909,0,0,852,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,6.8,9.4,7.5,9.2,7.9
N'Golo,Kante,MID,CHE,4800000,0,11,0.34375,7.16145833333333E-08,2.29166666666667E-06,0,403328,0,3,0,0,0,0,0,2.3,118,-2,0,11,2,0.2,0,1,0,0,2,0,0,1.1,97058,0,-1,0,0,365,156,0,0,80,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0.2,0.2,0.2,0.4,0.2
Loris,Karius,GLK,NEW,3900000,0,0,0,0,0,0,10684,0,0,0,0,0,0,0,0,30,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,15101,0,-1,0,0,0,18,0,0,0,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0,0,0,0,0
Michael,Keane,DEF,EVE,4200000,0,31,0.939393939393939,2.23665223665224E-07,7.38095238095238E-06,0,81872,0,19,0,0,0,1,0,7.4,256,-3,0,31,3,0.7,0,3,3,0,2,0,1,0.5,58873,0,-1,0,0,832,198,0,0,150,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0.5,0.5,0.5,0.6,0.6
Neeskens,Kebano,MID,FUL,5400000,0,37,1.15625,2.1412037037037E-07,6.85185185185185E-06,0,17188,0,9,0,0,0,0,0,6.9,6,-1,0,37,1,0.1,0,0.3,0,0,3,0,4,0,11751,0,-1,0,0,719,6,0,0,107,Man City,Liverpool,Leicester,Southampton,Crystal Palace,1.2,0.6,0.6,0.6,0.6
Thilo,Kehrer,DEF,WHU,4300000,0,58,2.5,5.81395348837209E-07,1.34883720930233E-05,0,79428,4,29,0,0,0,0,0,13.5,190,-2,0,58,2,0.5,0,2.1,4,0,4,0,3,0.2,93453,1,-1,0,2,1914,40,0,0,312,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,4,3.7,1.4,2.8,2
Naby,Keita,MID,LIV,4700000,0,10,0.3125,6.64893617021277E-08,2.12765957446809E-06,0,18927,1,4,0,0,0,0,0,2.1,6,-3,0,10,3,0,0,0,0,0,1,0,0,0,10081,0,-1,0,0,290,0,0,0,34,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,0,0,0.2,0.2,0.2
Caoimhin,Kelleher,GLK,LIV,4000000,0,0,0,0,0,0,20783,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13547,0,-1,0,0,0,12,0,0,0,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,0,0,0,0,0
Lloyd,Kelly,DEF,BOU,4300000,2,54,2.8,6.51162790697674E-07,1.25581395348837E-05,0,178054,3,31,0,0,0,0,0,12.6,103,-2,0,54,2,0.7,0,2.9,5,0,5,0,2,0.5,126974,0,-1,0,1,1680,195,0,0,309,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,3.2,3.1,3.3,4.1,3.4
,Kenedy,DEF,CHE,3900000,0,0,0,0,0,0,53689,0,0,0,0,0,0,0,0,8,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,27068,0,-1,0,0,0,0,0,0,0,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0,0,0,0,0
Kaine,Kesler Hayden,DEF,AVL,4000000,0,0,0,0,0,0,10651,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1637,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0,0,0,0
Max,Kilman,DEF,WOL,4300000,-1,101,3,6.97674418604651E-07,2.34883720930233E-05,0,683736,3,50,0,0,0,0,0,23.5,2587,-2,0,101,2,0.8,0,3.5,11,0,10,0,1,3.4,941292,0,-1,0,3,3060,1029,0,0,574,Brighton,Aston Villa,Man Utd,Everton,Arsenal,2.3,3.7,3.3,4.5,3
Max,Kinsey-Wellings,DEF,BOU,4000000,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,-1,0,0,0,22,0,0,0,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,0,0,0,0
Jakub,Kiwior,DEF,ARS,4000000,0,2,0.0606060606060606,1.51515151515152E-08,5E-07,0,933,0,1,0,0,0,0,0,0.5,8,0,0,2,0,0,0,0.2,0,0,0,0,0,0,1278,0,-1,0,0,14,13,0,0,6,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,0,0,0,0,0
Kristoffer,Klaesson,GLK,LEE,3800000,0,0,0,0,0,0,50104,0,0,0,0,0,0,0,0,131,-2,0,0,2,0,0,0,0,0,0,0,0,0.6,64211,0,-1,0,0,0,575,0,0,0,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0,0,0,0,0
Mateusz,Klich,MID,LEE,4600000,0,12,0.9,1.95652173913043E-07,2.60869565217391E-06,0,14356,2,5,0,0,0,0,0,2.6,4,-4,0,12,4,0,0,0,0,0,0,0,0,0,5483,0,-1,0,0,266,0,0,0,43,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0,0,0,0,0
Ben,Knight,MID,MCI,4500000,0,0,0,0,0,0,887,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,-1,0,0,0,3,0,0,0,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,0,0,0,0,0
Anthony,Knockaert,MID,FUL,4700000,0,0,0,0,0,0,5130,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,1181,0,-1,0,0,0,0,0,0,0,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0,0,0,0,0
Robin,Koch,DEF,LEE,4500000,0,54,1.6,3.55555555555556E-07,1.2E-05,0,32544,6,65,0,0,0,0,0,12,90,0,0,54,0,0.1,0,0.6,2,0,5,0,0,0.2,29395,1,-1,0,0,2905,35,0,0,424,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0.9,0.8,1.3,0.8,1.1
Ibrahima,Konate,DEF,LIV,4800000,0,32,1,2.08333333333333E-07,6.66666666666667E-06,0,207275,2,21,0,0,0,0,0,6.7,797,-2,0,32,2,0.3,0,1.2,0,0,4,0,0,1.3,272871,1,-1,0,0,1191,823,0,0,227,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,1.2,0.5,0.5,0.7,0.5
Terence,Kongolo,DEF,FUL,3900000,0,0,0,0,0,0,57649,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,16604,0,-1,0,1,0,0,0,0,0,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0,0,0,0,0
,Konsa,DEF,AVL,4400000,2,103,3,6.81818181818182E-07,2.34090909090909E-05,0,106900,5,41,0,0,0,0,0,23.4,422,-1,0,103,1,1,0,4.4,6,0,12,0,0,0.9,172490,0,-1,0,0,2962,2736,0,0,577,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,3.5,3.5,2.9,2,3.2
Kalidou,Koulibaly,DEF,CHE,5500000,0,73,3.3,6E-07,1.32727272727273E-05,0,1766366,5,22,0,0,0,2,0,13.3,2045,0,0,73,0,0.3,0,1.8,8,0,6,0,1,5.6,1134216,0,-1,0,0,1789,19,0,1,400,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0,0,0,0,0
Cheikhou,Kouyate,MID,NFO,4400000,1,31,0.939393939393939,2.13498622589532E-07,7.04545454545455E-06,0,43869,3,22,0,0,0,1,0,7,7,-1,0,31,1,0.1,0,0.6,2,0,2,0,0,0.1,47231,0,-1,0,0,811,11,0,0,125,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0.5,0.5,0.5,0.5,0.5
Mateo,Kovacic,MID,CHE,4900000,0,47,2,4.08163265306122E-07,9.59183673469388E-06,0,129541,7,21,0,0,0,1,0,9.6,121,-1,0,47,1,0.2,0,1.2,2,0,4,0,1,0.3,75651,0,-1,0,0,1544,75,0,0,257,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,1,1.1,2,2,1.2
Matej,Kovar,GLK,MUN,4000000,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,-1,0,0,0,0,0,0,0,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,0,0,0,0,0
Kacper,Koz?owski,MID,BHA,4500000,0,0,0,0,0,0,7629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,0,-1,0,0,0,0,0,0,0,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,0,0,0,0,0
Emil,Krafth,DEF,NEW,4300000,0,1,1,2.32558139534884E-07,2.32558139534884E-07,0,5103,0,0,0,0,0,0,0,0.2,2,-2,0,1,2,0,0,0,0,0,0,0,0,0,659,0,-1,0,0,1,1,0,0,3,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0,0,0,0,0
Rasmus,Kristensen,DEF,LEE,4700000,0,42,1.9,4.04255319148936E-07,8.93617021276596E-06,0,101447,4,42,0,0,0,2,0,8.9,132,-3,0,42,3,0.2,0,1,1,0,2,0,1,0.4,69816,0,-1,0,1,1597,33,0,0,251,Bournemouth,Man City,Newcastle,West Ham,Tottenham,1.3,1,1.7,1.1,1.4
Victor,Kristiansen,DEF,LEI,4500000,0,16,0.484848484848485,1.07744107744108E-07,3.55555555555556E-06,0,4589,1,16,0,0,0,0,0,3.6,40,0,0,16,0,0.3,0,1.4,0,0,0,0,1,0,6789,0,-1,0,0,814,26,0,0,103,Everton,Fulham,Liverpool,Newcastle,West Ham,0.3,0.2,0.2,0.2,0.2
Dejan,Kulusevski,MID,TOT,7800000,2,86,3.3,4.23076923076923E-07,1.1025641025641E-05,0,2606591,2,37,0,0,0,2,0,11,794,-2,0,86,2,0.2,0,1.7,5,0,7,0,6,3.7,2088984,0,-1,0,1,1883,184,0,0,284,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,1.9,2.9,2.3,3.4,2.3
Garang,Kuol,MID,NEW,4500000,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,-1,0,0,0,0,0,0,0,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0,0,0,0,0
Layvin,Kurzawa,DEF,FUL,4300000,0,2,0.0625,1.45348837209302E-08,4.65116279069767E-07,0,8309,1,4,0,0,0,0,0,0.5,3,-2,0,2,2,0,0,0,0,0,0,0,0,0,8467,0,-1,0,0,136,8,0,0,13,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0,0,0,0,0
Adam,Lallana,MID,BHA,4800000,0,47,1.56666666666667,3.26388888888889E-07,9.79166666666667E-06,0,45959,0,10,0,0,0,2,0,9.8,12,-2,0,47,2,0,0,0,4,0,5,0,1,0.1,34897,0,-1,0,1,717,2,0,0,146,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,0,0,0,0,0.8
Tariq,Lamptey,DEF,BHA,4200000,0,23,1.1,2.61904761904762E-07,5.47619047619048E-06,0,260208,1,7,0,0,0,0,0,5.5,227,-3,0,23,3,0,0,0,0,0,1,0,0,0.9,101018,0,-1,0,0,439,3,0,0,91,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,0,0,0,0,0
Manuel,Lanzini,MID,WHU,5000000,0,7,0.21875,4.375E-08,1.4E-06,0,35591,0,3,0,0,0,0,0,1.4,12,-5,0,7,5,0,0,0,0,0,0,0,0,0.1,14610,0,-1,0,0,143,7,0,0,20,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,0.2,0.1,0.1,0.1,0.1
Aymeric,Laporte,DEF,MCI,5600000,0,23,0.741935483870968,1.32488479262673E-07,4.10714285714286E-06,0,132169,0,8,0,0,0,0,0,4.1,266,-4,0,23,4,0.1,0,0.3,2,0,2,0,0,0.5,104135,0,-1,0,0,645,184,0,0,125,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,0.8,0.4,0.4,0.8,0.4
,Larios,DEF,SOU,4000000,0,4,0.8,2E-07,1E-06,0,9920,0,2,0,0,0,0,0,1,7,0,0,4,0,0,0,0,0,0,0,0,0,0,10398,0,-1,0,0,150,1,0,0,28,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0,0,0,0,0
Richie,Laryea,DEF,NFO,4500000,0,0,0,0,0,0,3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
Jamaal,Lascelles,DEF,NEW,4300000,0,3,0.09375,2.18023255813953E-08,6.97674418604651E-07,0,15858,4,5,0,0,0,0,0,0.7,19,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.1,6682,0,-1,0,0,214,25,0,0,22,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0,0,0,0,0
Romeo,Lavia,MID,SOU,4500000,1,47,1.9,4.22222222222222E-07,1.04444444444444E-05,0,103702,8,39,0,0,0,1,0,10.4,34,0,0,47,0,0.4,0,1.7,0,0,4,0,0,0.2,88292,0,-1,0,0,1894,50,0,0,267,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,1,1.2,1,1,1.3
Dexter,Lembikisa,DEF,WOL,4000000,0,1,0.0303030303030303,7.57575757575758E-09,2.5E-07,0,2387,0,1,0,0,0,0,0,0.2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,2989,0,-1,0,0,22,17,0,0,3,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0,0,0,0,0
Mario,Lemina,MID,WOL,4500000,2,27,0.818181818181818,1.81818181818182E-07,6E-06,0,1385,2,21,0,0,0,0,0,6,15,0,0,27,0,0.6,0,2.5,0,0,4,0,1,0,2533,0,-1,0,0,1027,43,0,1,151,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0.4,0.4,0.4,0.4,0.4
